"","Group","Protein","Log2_FC","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Abundance","Significance"
"540","CR-B:AL-B","PSA5",-0.277533975528909,2.33333333333333,13.3333333333333,11,1.03209369308428,0.398985120092293,2.27771797631862,-6.34133641869505,11.0080030853617,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"541","CR-B:AL-B","PZP",-0.0720392795124842,250,5132.66666666667,4882.66666666667,0.759757154241341,0.521983748186371,2.14696126647361,-1076.86545909122,1576.86545909122,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"542","CR-B:AL-B","QSOX1",-0.075345124915642,7.66666666666666,150.666666666667,143,0.884615384615384,0.428873356149849,3.79280408349587,-16.9232440956909,32.2565774290242,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"543","CR-B:AL-B","RAN",1.12553088208386,-4.33333333333333,3.66666666666667,8,-1.5215349135497,0.22428819882709,3.04079885877318,-13.3285351284456,4.6618684617789,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"544","CR-B:AL-B","RET4",-0.113683935596885,22,290.333333333333,268.333333333333,3.83617207854604,0.0188749239614597,3.95932938677753,6.01269868802953,37.9873013119705,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"545","CR-B:AL-B","RETNG",-0.564784618783526,7.66666666666667,23.6666666666667,16,3.9444674582777,0.0295574557388888,2.97172236503856,1.44767133631521,13.8856619970181,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"546","CR-B:AL-B","SAA4",-0.285754482333877,7.66666666666666,42.6666666666667,35,4.90361647617904,0.00871544916677133,3.872,3.26858899463589,12.0647443386974,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"547","CR-B:AL-B","SAHH",1,-1.66666666666667,1.66666666666667,3.33333333333333,-1.11803398874989,0.370283963071553,2.20994475138122,-7.53073578066178,4.19740244732845,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"548","CR-B:AL-B","SBP1",0,0,4.33333333333333,4.33333333333333,0,1,3.03857566765579,-5.95800932435272,5.95800932435272,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"549","CR-B:AL-B","SEPP1",-0.139551352398794,4.33333333333334,47,42.6666666666667,1.02774023955472,0.398017911555694,2.35099641840389,-11.4446490922474,20.111315758914,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"550","CR-B:AL-B","SEPR",0,0,12.6666666666667,12.6666666666667,0,1,4,-4.71904925660757,4.71904925660757,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"551","CR-B:AL-B","SODC",1.04439411935845,-5.66666666666667,5.33333333333333,11,-2.125,0.102456577564243,3.90467111534795,-13.1423554459852,1.80902211265184,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"552","CR-B:AL-B","SODE",0.123735368422245,-4,44.6666666666667,48.6666666666667,-0.812742553774316,0.474634138680017,3.06982753052128,-19.4631183356381,11.4631183356381,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"553","CR-B:AL-B","SPA3C",-0.748461233004036,5.66666666666667,14,8.33333333333333,2.42857142857143,0.0733911996272844,3.92,-0.864181507155914,12.1975148404892,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"554","CR-B:AL-B","SPA3K",-0.143929792909368,156.666666666667,1650,1493.33333333333,1.11549306361023,0.369228980258909,2.2573440507212,-386.178494866706,699.511828200039,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"555","CR-B:AL-B","SPA3M",0.0822147632881877,-6.33333333333333,108,114.333333333333,-1.05882860389317,0.351563901854454,3.84798663945073,-23.2024735131984,10.5358068465318,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"556","CR-B:AL-B","SPA3N",-0.0627357553479626,2,47,45,0.397359707119513,0.716136567374199,3.2,-13.4662331114964,17.4662331114964,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"557","CR-B:AL-B","TBA4A",0.447458976971221,-4,11,15,-0.622171016838255,0.581054781963297,2.78298642533937,-25.3931486304659,17.3931486304659,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"558","CR-B:AL-B","TBB1",0.46948528330122,-1.66666666666667,4.33333333333333,6,-0.454545454545455,0.679347635866511,3.10420862928019,-13.1171272531465,9.78379391981313,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"559","CR-B:AL-B","TBB4B",0.788495894806288,-8,11,19,-1.0299385810149,0.372963660660657,3.27724703646276,-31.5775591782393,15.5775591782393,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"560","CR-B:AL-B","TCO2",-0.525091044743757,18,59,41,5.12545317706349,0.0093337117513986,3.56046814044213,7.75588699799729,28.2441130020027,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"561","CR-B:AL-B","TERA",1.22239242133645,-5.33333333333333,4,9.33333333333333,-1.10940039245046,0.351312320821041,2.87640449438202,-21.0113395704782,10.3446729038116,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"562","CR-B:AL-B","TETN",0.366127898797897,-4.33333333333333,15,19.3333333333333,-3.60555127546399,0.0547353436201344,2.33103448275862,-8.86074035250761,0.194073685840948,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"563","CR-B:AL-B","TFR1",-0.0473057147783568,1.33333333333334,41.3333333333333,40,0.186500961648063,0.864756727066499,2.79520746093182,-22.3913403805934,25.0580070472601,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"564","CR-B:AL-B","TGFB1",0.874469117916141,-1.66666666666667,2,3.66666666666667,-1.06600358177805,0.374792240397699,2.61621621621622,-7.0818563881295,3.74852305479617,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"565","CR-B:AL-B","THBG",0.194172547688989,-5.66666666666666,39.3333333333333,45,-2.35747583395722,0.105765724890543,2.8020725388601,-13.6312716822718,2.29793834893847,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"566","CR-B:AL-B","THRB",-0.106566628622047,22.6666666666666,318.333333333333,295.666666666667,2.59059368038216,0.0616063320012257,3.93722449148853,-1.77964528391039,47.1129786172437,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"567","CR-B:AL-B","TIMP3",0.247927513443585,-1,5.33333333333333,6.33333333333333,-0.412081691846067,0.718935841677789,2.07689463955638,-11.079419444594,9.07941944459403,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"568","CR-B:AL-B","TKT",0.547487795302493,-2,4.33333333333333,6.33333333333333,-0.744208407535251,0.498836198058313,3.92475615420344,-9.51822744635571,5.51822744635571,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"569","CR-B:AL-B","TLN1",0.674904626033955,-11.3333333333333,19,30.3333333333333,-0.635763953205751,0.57154917959993,2.89947647356792,-69.1937310113616,46.527064344695,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"570","CR-B:AL-B","TPM4",0.884522782580064,-3.66666666666667,4.33333333333333,8,-0.964763821237732,0.420312641851981,2.4390243902439,-17.4985572957176,10.1652239623843,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"571","CR-B:AL-B","TRFE",0.0656194942828263,-143.666666666667,3087.33333333333,3231,-1.0373352472674,0.369288753865478,3.31235007122496,-561.817458977496,274.484125644163,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"572","CR-B:AL-B","TRFL",-0.321928094887362,4.66666666666666,23.3333333333333,18.6666666666667,1.43636969291921,0.235603787951397,3.42309880523421,-4.98619119271121,14.3195245260445,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"573","CR-B:AL-B","TSP1",0.192194165283345,-19,133.333333333333,152.333333333333,-0.600465916094392,0.595717685354505,2.64404310899449,-127.82046071604,89.8204607160402,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"574","CR-B:AL-B","TSP4",0.862496476250065,-12,14.6666666666667,26.6666666666667,-3.88197983532378,0.0367264367265784,2.69043288468534,-22.5100178527945,-1.48998214720551,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"575","CR-B:AL-B","TTHY",0.0980398776254334,-31.6666666666667,450.333333333333,482,-1.06721365118902,0.371831221961267,2.7020347741368,-132.270388010097,68.9370546767635,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"576","CR-B:AL-B","URP2",0.710493382805015,-2.33333333333333,3.66666666666667,6,-0.543305367994433,0.631408772403352,2.50851160673646,-17.6481969335356,12.9815302668689,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"577","CR-B:AL-B","VCAM1",-0.0622842782543426,1,23.6666666666667,22.6666666666667,0.294174202707276,0.790823887214763,2.56,-10.9501292201711,12.9501292201711,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"578","CR-B:AL-B","VGFR3",-0.495957494662411,5.33333333333333,18.3333333333333,13,1.70560573084488,0.164202117970485,3.94900560938297,-3.39284772361698,14.0595143902836,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"579","CR-B:AL-B","VINC",0.137503523749935,-1.33333333333333,13.3333333333333,14.6666666666667,-0.249513144620722,0.815267624374433,3.99510055950401,-16.1771121957466,13.51044552908,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"580","CR-B:AL-B","VNN1",-1.43295940727611,5.66666666666667,9,3.33333333333333,2.91547594742265,0.0624383524376665,2.97172236503856,-0.552328663684793,11.8856619970181,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"581","CR-B:AL-B","VTDB",-0.147725880442617,132.333333333333,1359.66666666667,1227.33333333333,1.74356068367368,0.160980662140469,3.74822286772622,-84.0958045520696,348.762471218737,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"582","CR-B:AL-B","VTNC",-0.0744782159592764,8,159,151,1.6,0.216536607364708,2.73522975929978,-8.82012010985246,24.8201201098525,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"583","CR-B:AL-B","VWF",-1.23336353915745,59,102.666666666667,43.6666666666667,1.73138775813983,0.223076690717411,2.03981051269579,-84.911902156975,202.911902156975,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"584","CR-B:AL-B","WDR1",0.289506617194985,-0.666666666666667,3,3.66666666666667,-0.316227766016838,0.767681472378246,3.99002493765586,-6.52570242968048,5.19236909634715,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"585","CR-B:AL-B","ZA2G",-0.110122814222142,9.33333333333333,127,117.666666666667,0.92063432891,0.424506524081741,3.03103031118873,-22.7440542502573,41.410720916924,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"586","CR-B:AL-B","ZPI",-0.146443568103149,8.33333333333333,86.3333333333333,78,1.26918270641702,0.302067050873517,2.72108450067781,-13.8278323000048,30.4944989666715,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"587","CR-C:AL-C","1433Z",-0.0588936890535686,0.333333333333334,8.33333333333333,8,0.11952286093344,0.912740147054696,2.86717378583967,-8.77928680460309,9.44595347126976,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"588","CR-C:AL-C","A1AG1",-0.163746426513188,25,233,208,1.07450297823985,0.372002633780782,2.6025820801702,-55.8708109972202,105.87081099722,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"589","CR-C:AL-C","A1AT1",-0.195892423358392,279.666666666667,2202.66666666667,1923,2.73050994107511,0.0883283947296409,2.48926712243686,-87.591656686326,646.924990019659,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"590","CR-C:AL-C","A1AT2",-0.246321567691289,76.3333333333333,486.333333333333,410,3.19227716555893,0.0396004319928421,3.52545289101394,6.2659822354587,146.400684431208,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"591","CR-C:AL-C","A1AT4",-0.0860577816211972,34.6666666666666,598.666666666667,564,2.63990002934741,0.0605336591449564,3.81060741490733,-2.5189815859561,71.8523149192894,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"592","CR-C:AL-C","A1AT5",-1.46038169772391,322.333333333333,506.333333333333,184,1.85309918976652,0.202184628463529,2.04617563742512,-410.128098000474,1054.79476466714,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"593","CR-C:AL-C","A2AP",0.24247918665164,-46,251.333333333333,297.333333333333,-2.91578217881338,0.0973652129948541,2.05062479974367,-112.298702733634,20.2987027336341,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"594","CR-C:AL-C","ACE",-0.19759995988516,5.33333333333333,41.6666666666667,36.3333333333333,1.20604537831105,0.310022727595742,3.17084655543044,-8.32057609323578,18.9872427599024,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"595","CR-C:AL-C","ACTB",0.162474696957105,-12,100.666666666667,112.666666666667,-0.873128250130799,0.432499374779229,3.94646463680918,-50.363603122496,26.363603122496,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"596","CR-C:AL-C","ACTS",-0.243271151012364,3,19.3333333333333,16.3333333333333,0.882522608121828,0.452466308894152,2.56,-8.95012922017113,14.9501292201711,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"597","CR-C:AL-C","ADIPO",0.445625819112267,-12.6666666666667,35,47.6666666666667,-2.87252999487013,0.0878162298118089,2.29289110171078,-29.4962653276401,4.1629319943068,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"598","CR-C:AL-C","AFAM",0.0197971551208155,-2.66666666666666,193,195.666666666667,-0.278355600255687,0.799020421019307,2.96506377523305,-33.3589656774679,28.0256323441346,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"599","CR-C:AL-C","AL1A1",-0.91253715874966,10,21.3333333333333,11.3333333333333,1.24140883290355,0.33039920092577,2.20092927207021,-21.7970315009031,41.7970315009031,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"600","CR-C:AL-C","ALBU",0.0859945264294545,-641.666666666666,10447.3333333333,11089,-2.12514611105815,0.102111448783015,3.92292238459032,-1486.52265386041,203.189320527082,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"601","CR-C:AL-C","ALDOA",-0.281181752544053,5.66666666666667,32,26.3333333333333,1.03844027702859,0.358225416883723,3.96270344827586,-9.54052547000921,20.8738588033425,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"602","CR-C:AL-C","ALS",-0.105794664022597,4.66666666666666,66,61.3333333333333,1.06748999232823,0.362184570041041,3.08006246746486,-9.04343213946113,18.3767654727945,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"603","CR-C:AL-C","AMBP",0.0270682431981708,-1.66666666666667,88,89.6666666666667,-0.533001790889028,0.627192142419124,3.37135393992164,-11.0257336435437,7.69240031021041,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"604","CR-C:AL-C","AMPL",0.321928094887362,-3.66666666666667,14.6666666666667,18.3333333333333,-1.30545982401324,0.301505107124697,2.43232810615199,-13.9095625062716,6.5762291729383,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"605","CR-C:AL-C","AMY1",0.0636160992959718,-3.66666666666667,81.3333333333333,85,-0.466503911323985,0.667796134444496,3.581735392601,-26.5319249555956,19.1985916222623,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"606","CR-C:AL-C","AMYP",-0.681470481574502,10.6666666666667,28.3333333333333,17.6666666666667,0.944450137761528,0.398581548954583,3.9868225613722,-20.7315592976087,42.064892630942,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"607","CR-C:AL-C","ANGT",0.115966018048325,-6.33333333333333,75.6666666666667,82,-1.11764705882353,0.326678688191773,3.9748245092207,-22.1059002202905,9.43923355362389,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"608","CR-C:AL-C","ANK1",-1.15200309344505,29.3333333333333,53.3333333333333,24,1.09083458798321,0.354518418348004,3.02530649271335,-55.8414028276284,114.508069494295,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"609","CR-C:AL-C","ANT3",-0.0306703400751171,12.3333333333334,586.333333333333,574,0.654790341621933,0.550444906042961,3.76428959768868,-41.2796410520801,65.9463077187469,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"610","CR-C:AL-C","APEH",-0.214124805352847,2.66666666666666,19.3333333333333,16.6666666666667,0.423999152002544,0.711406188500605,2.08019696347969,-23.4185269265916,28.7518602599249,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"611","CR-C:AL-C","APOA1",-0.0654651020152474,52.3333333333335,1179.66666666667,1127.33333333333,0.430232263143193,0.689295643368149,3.9805356126387,-286.044974853475,390.711641520142,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"612","CR-C:AL-C","APOA2",-0.11276793016195,3.33333333333334,44.3333333333333,41,0.582222509739582,0.61826431350058,2.04109155301209,-20.8309717664688,27.4976384331355,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"613","CR-C:AL-C","APOA4",0.028522082979596,-8,400.666666666667,408.666666666667,-0.408130214310861,0.711802939827049,2.85940594059406,-72.152598154149,56.152598154149,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"614","CR-C:AL-C","APOB",0.512360449940646,-259.666666666667,609,868.666666666667,-7.815834953589,0.00442128411426353,2.98833513625834,-365.631428140454,-153.70190519288,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"615","CR-C:AL-C","APOC1",0.132755208851771,-2.66666666666666,27.6666666666667,30.3333333333333,-0.668993608005672,0.54050909624459,3.95646706007546,-13.7820083135041,8.44867498017081,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"616","CR-C:AL-C","APOC3",0.241362613583694,-19,104.333333333333,123.333333333333,-1.21912932199629,0.289921220572122,3.99026023639635,-62.3122854933604,24.3122854933604,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"617","CR-C:AL-C","APOC4",0.231325546106456,-1.33333333333333,7.66666666666667,9,-1.26491106406735,0.284627178761422,3.44827586206897,-4.45421728522893,1.78755061856226,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"618","CR-C:AL-C","APOD",-0.0528518822657352,1.66666666666667,46.3333333333333,44.6666666666667,0.521286035142688,0.629807975364972,3.98305882352941,-7.22515212197854,10.5584854553119,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"619","CR-C:AL-C","APOE",-0.220887262054497,22.6666666666667,159.666666666667,137,2.74649413185486,0.063167298927464,3.32985374196378,-2.18564589577175,47.5189792291051,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"620","CR-C:AL-C","APOH",0.00297463000411132,-0.666666666666686,323,323.666666666667,-0.101929438287528,0.924429474056273,3.4667243577,-19.982459216919,18.6491258835856,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"621","CR-C:AL-C","B2MG",-0.0508242590776825,3,86.6666666666667,83.6666666666667,0.459878517276836,0.686955723247734,2.20822387981062,-22.6783993634228,28.6783993634228,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"622","CR-C:AL-C","B3AT",-0.824913293441909,27,62,35,1.13858864995726,0.347127236273348,2.65459277067977,-54.3381953794955,108.338195379495,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"623","CR-C:AL-C","BGH3",0.84799690655495,-5.33333333333333,6.66666666666667,12,-2.43997712532167,0.0753670177659137,3.75431472081218,-11.5620042673179,0.895337600651212,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"624","CR-C:AL-C","BIP",-1,3.66666666666667,7.33333333333333,3.66666666666667,2.15727748652002,0.0971851851851851,4,-1.05238258994091,8.38571592327424,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"625","CR-C:AL-C","BLVRB",-0.423030290032375,15.3333333333333,60.3333333333333,45,0.904922896669329,0.442244546980623,2.56761555230574,-44.1107885459194,74.777455212586,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"626","CR-C:AL-C","BTD",0.103093492964104,-2,27,29,-0.489897948556636,0.655379978057816,3.25097529258778,-14.4428876885029,10.4428876885029,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"627","CR-C:AL-C","C1QA",0.0544477840223765,-0.666666666666668,17.3333333333333,18,-0.229415733870562,0.839871846194913,2,-13.1698856254182,11.8365522920849,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"628","CR-C:AL-C","C1QB",0.198779864114497,-4.33333333333333,29.3333333333333,33.6666666666667,-0.830539534499922,0.468262622692541,2.94117647058824,-21.1271804856033,12.4605138189367,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"629","CR-C:AL-C","C1QC",0.15200309344505,-2,18,20,-0.774596669241483,0.512850488170651,2.20994475138122,-12.1568656445349,8.15686564453494,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"630","CR-C:AL-C","C1RA",0.161751069996612,-9.33333333333333,78.6666666666667,88,-1.25723711418742,0.31620117692397,2.42370744010088,-36.4777413183307,17.811074651664,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"631","CR-C:AL-C","C4BPA",-0.403022123122003,22.6666666666667,93,70.3333333333333,7.0136644745598,0.00627224118058739,2.95222185098563,12.2868708742885,33.0464624590448,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"632","CR-C:AL-C","CADH1",0.476438043942987,-3,7.66666666666667,10.6666666666667,-1.31278492348105,0.26188828823283,3.8585152838428,-9.43759775830583,3.43759775830584,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"633","CR-C:AL-C","CAH1",-0.296981737757131,8,43,35,0.85933784884732,0.473188060845135,2.20994475138121,-28.6210998793693,44.6210998793693,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"634","CR-C:AL-C","CAH2",-0.416377671266427,30,119.666666666667,89.6666666666667,1.17891566339005,0.359438762252165,2.00481016311785,-79.2387308112894,139.238730811289,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"635","CR-C:AL-C","CAP1",-0.0565835283663673,0.333333333333332,8.66666666666667,8.33333333333333,0.133630620956212,0.90348855150635,2.56,-8.43566414752771,9.10233081419438,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"636","CR-C:AL-C","CATA",-0.622115499138622,20.6666666666667,59,38.3333333333333,1.68680164155192,0.224404325305356,2.15986699051242,-28.4812277613091,69.8145610946424,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"637","CR-C:AL-C","CATB",0.234465253637023,-3,17,20,-1.16189500386223,0.330826792064966,2.94117647058824,-11.310799006365,5.31079900636501,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"638","CR-C:AL-C","CBG",0.290551291419407,-18.6666666666667,83.6666666666667,102.333333333333,-1.69077070018967,0.219700828781752,2.23470753015041,-61.6945334739191,24.3612001405858,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"639","CR-C:AL-C","CBPB2",0.00904513960300699,-0.333333333333336,53,53.3333333333333,-0.101534616513363,0.927732993589458,2.17172533179458,-13.4405656702702,12.7738990036035,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"640","CR-C:AL-C","CBPN",0.04744716240246,-3.66666666666666,109.666666666667,113.333333333333,-0.299160561271231,0.785361530334085,2.84012430080795,-43.9444359662533,36.61110263292,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"641","CR-C:AL-C","CBPQ",0.160464672193246,-2.66666666666666,22.6666666666667,25.3333333333333,-1.04151128784659,0.356588081619503,3.98968481375358,-9.78268086109911,4.44934752776578,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"642","CR-C:AL-C","CD5L",0.0410272682600546,-2,69.3333333333333,71.3333333333333,-0.188795032658266,0.860275122590221,3.65154763907632,-32.5529380746612,28.5529380746612,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"643","CR-C:AL-C","CEL2A",-0.652076696579693,10.6666666666667,29.3333333333333,18.6666666666667,1.48556270541641,0.263443738479476,2.22705408955965,-17.3968644150376,38.7301977483709,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"644","CR-C:AL-C","CELA1",-0.485426827170241,3.33333333333333,11.6666666666667,8.33333333333333,1.2700012700019,0.293872529204544,2.99143968871595,-5.03307425075731,11.699740917424,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"645","CR-C:AL-C","CERU",-0.0428992091090544,22.6666666666666,773.666666666667,751,0.729371944238244,0.51144643613393,3.50936767491745,-68.5889328570467,113.92226619038,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"646","CR-C:AL-C","CFAB",-0.0653977232695154,13,293.333333333333,280.333333333333,0.798751122506065,0.471085897876461,3.82495327712905,-33.0151521302869,59.0151521302869,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"647","CR-C:AL-C","CFAD",0.337744800350137,-22.3333333333333,84.6666666666667,107,-1.97572221247562,0.147269503777598,2.85562520378044,-59.3584658058939,14.6917991392272,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"648","CR-C:AL-C","CFAH",-0.125124049809445,80.3333333333334,967,886.666666666667,0.974343980104497,0.395832183157309,3.29694253031521,-169.179422290364,329.84608895703,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"649","CR-C:AL-C","CFAI",-0.154059679738988,26.3333333333333,260,233.666666666667,2.03098926207979,0.137321538363499,2.93225880621429,-15.4740781711434,68.1407448378101,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"650","CR-C:AL-C","CHLE",0.137503523749935,-2,20,22,-1.04446593573419,0.359281962435675,3.72307692307692,-7.47613273000648,3.47613273000648,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"651","CR-C:AL-C","CLC11",-0.15754127698648,1,9.66666666666667,8.66666666666667,0.363803437554499,0.747401770724393,2.24902723735409,-9.65645944089393,11.6564594408939,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"652","CR-C:AL-C","CLUS",-0.138403614269444,14.6666666666667,160.333333333333,145.666666666667,1.34511924913464,0.258207337244104,3.54360563188471,-17.2080995424153,46.5414328757487,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"653","CR-C:AL-C","CO1A1",0.118644496498619,-1,11.6666666666667,12.6666666666667,-0.335410196624969,0.758510605802506,3.13571778539931,-10.2600796521405,8.26007965214046,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"654","CR-C:AL-C","CO1A2",-0.374395514781498,2.66666666666667,11.6666666666667,9,1.21998856266084,0.3284882708335,2.40598568640208,-5.36969102725896,10.7030243605923,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"655","CR-C:AL-C","CO2",-0.26038968457823,12,72.6666666666667,60.6666666666667,1.85409432944858,0.143510673596654,3.68090644221431,-6.60094735343166,30.6009473534317,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"656","CR-C:AL-C","CO3",0.192895524091951,-274.666666666667,1920,2194.66666666667,-2.93903588134987,0.0485838210321548,3.58494051712393,-546.426610412392,-2.90672292094066,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"657","CR-C:AL-C","CO4B",-0.0397038339737509,10.3333333333334,380.666666666667,370.333333333333,0.194339224885109,0.859621444204339,2.69473391510782,-170.261198647339,190.927865314006,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"658","CR-C:AL-C","CO5",-0.352968080273409,86.6666666666666,399.333333333333,312.666666666667,2.02673988113571,0.139197137821412,2.89127901240209,-52.3611255434959,225.694458876829,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
