"","Group","Protein","Log2_FC","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Abundance","Significance"
"290","CR-A:AL-A","VWF",1.37851162325373,-45.3333333333333,28.3333333333333,73.6666666666667,-9.08688222502243,0.00469187951779872,2.62632818633866,-62.5678490510046,-28.0988176156621,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.01"
"291","CR-A:AL-A","WDR1",0.176877762084079,-0.999999999999999,7.66666666666667,8.66666666666667,-0.356034497458156,0.740559197760045,3.82909229016331,-8.93745496925743,6.93745496925743,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"292","CR-A:AL-A","ZA2G",0.11887739585192,-9.33333333333333,108.666666666667,118,-1.03632649427665,0.390426432329585,2.47836257853884,-41.729273775251,23.0626071085843,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"293","CR-A:AL-A","ZPI",0.161212570105739,-8,67.6666666666667,75.6666666666667,-1.20301129708101,0.328676899111616,2.55074797507286,-31.436401742807,15.436401742807,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"294","CR-B:AL-B","1433Z",1.58496250072116,-6,3,9,-2.32379000772445,0.133692111384581,2.20994475138122,-16.1568656445349,4.15686564453495,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"295","CR-B:AL-B","A1AG1",-0.256157399086391,47.6666666666667,293,245.333333333333,1.0643228227976,0.352597413142547,3.64197063183741,-81.6514446054496,176.984777938783,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"296","CR-B:AL-B","A1AT1",-0.0767249037749418,118,2278.33333333333,2160.33333333333,0.696885500262345,0.554544156918352,2.11483516988804,-573.918594321927,809.918594321927,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"297","CR-B:AL-B","A1AT2",-0.19694793587913,67.3333333333333,527.666666666667,460.333333333333,2.06953743623014,0.157227688124473,2.30516487721711,-56.3133458442605,190.980012510927,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"298","CR-B:AL-B","A1AT4",-0.0834882115328752,35.6666666666667,634.333333333333,598.666666666667,1.10462004406781,0.358581617750753,2.67841100950952,-74.4350498300637,145.768383163397,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"299","CR-B:AL-B","A1AT5",-0.663781247562244,217.333333333333,589.333333333333,372,1.23581079040525,0.327839327412708,2.29886465158413,-452.4694439576,887.136110624267,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"300","CR-B:AL-B","A2AP",-0.0264116308307956,5.33333333333331,294,288.666666666667,0.303348198285908,0.785894741370424,2.40634019472656,-59.2998397012725,69.9665063679391,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"301","CR-B:AL-B","ACE",-0.161589142274248,5.33333333333334,50.3333333333333,45,1.12575607156847,0.350243419472266,2.70207271041653,-10.7291818818471,21.3958485485138,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"302","CR-B:AL-B","ACTB",0.25938662881865,-17.3333333333333,88,105.333333333333,-1.01648618914221,0.382708184949392,3.06938198376053,-70.9136564386619,36.2469897719952,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"303","CR-B:AL-B","ACTS",0.407175381505873,-5,15.3333333333333,20.3333333333333,-1.35803619063778,0.251745916847468,3.67960444993819,-15.5830654708141,5.58306547081406,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"304","CR-B:AL-B","ADIPO",0.329568157089495,-9.66666666666667,37.6666666666667,47.3333333333333,-2.92944237920141,0.0970962590369251,2.04123273113709,-23.5933697655661,4.26003643223279,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"305","CR-B:AL-B","AFAM",0.0259103216486924,-3.66666666666666,202.333333333333,206,-0.372720781164432,0.729893391393974,3.66577354706998,-31.9908624523385,24.6575291190052,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"306","CR-B:AL-B","AL1A1",1.47393118833241,-5.33333333333333,3,8.33333333333333,-1.08615077328341,0.390890409898495,2,-26.4606775195928,15.7940108529261,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"307","CR-B:AL-B","ALBU",0.11276198353153,-840.333333333334,10336.6666666667,11177,-6.072319342344,0.00649822091746476,3.34570279068818,-1256.08671806278,-424.579948603891,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"308","CR-B:AL-B","ALDOA",1.14886338591448,-18.6666666666667,15.3333333333333,34,-3.91120965630964,0.0332951772394776,2.81508523964229,-34.4355483009488,-2.89778503238454,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"309","CR-B:AL-B","ALS",-0.0437213774293179,2,67,65,0.738548945875996,0.520805299876053,2.61621621621622,-7.37938373019838,11.3793837301984,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"310","CR-B:AL-B","AMBP",-0.107756180355883,6.33333333333333,88,81.6666666666667,4.0508136107566,0.0478908000448422,2.19004524886878,0.135832111750498,12.5308345549162,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"311","CR-B:AL-B","AMPL",0.210217707390346,-2.66666666666667,17,19.6666666666667,-1.26491106406735,0.293364615312346,3.07101727447217,-9.28892929889001,3.95559596555668,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"312","CR-B:AL-B","AMY1",-0.150103560529568,8.33333333333333,84.3333333333333,76,1.1581026365302,0.311276911589906,3.9988214713194,-11.6473931673608,28.3140598340274,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"313","CR-B:AL-B","AMYP",0.547487795302493,-4,8.66666666666667,12.6666666666667,-1.29399327844126,0.308119560127076,2.3516693163752,-15.5649667577784,7.56496675777838,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"314","CR-B:AL-B","ANGT",-0.171368418311981,9.33333333333333,83.3333333333333,74,1.37946098943001,0.249105880875624,3.50964540473483,-10.5336682436417,29.2003349103084,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"315","CR-B:AL-B","ANK1",0.192645077942396,-0.333333333333333,2.33333333333333,2.66666666666667,-0.447213595499958,0.685598414476156,2.94117647058824,-2.73245435508619,2.06578768841952,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"316","CR-B:AL-B","ANT3",-0.124551408181126,51.6666666666666,624.666666666667,573,1.93027499037353,0.129980689397357,3.77612986121032,-24.4192438042479,127.752577137581,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"317","CR-B:AL-B","APEH",1.90689059560852,-3.66666666666667,1.33333333333333,5,-1.19311751800261,0.352743243345843,2.04761229984413,-16.5991846322938,9.26585129896045,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"318","CR-B:AL-B","APOA1",-0.0461611728374156,41,1302,1261,0.35402317084822,0.753588384334486,2.26651234470954,-405.152502126199,487.152502126199,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"319","CR-B:AL-B","APOA2",-0.13897641314881,3,32.6666666666667,29.6666666666667,1.87662972651367,0.144658644847204,3.46885245901639,-1.71976707151052,7.71976707151051,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"320","CR-B:AL-B","APOA4",0,0,419.333333333333,419.333333333333,0,1,3.80168333734327,-92.2655613047724,92.2655613047724,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"321","CR-B:AL-B","APOB",0.00535544247390831,-3,806.666666666667,809.666666666667,-0.0319579221524035,0.977104233176113,2.26345609909315,-365.035180797039,359.035180797039,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"322","CR-B:AL-B","APOC1",0,0,27.3333333333333,27.3333333333333,0,1,3.63023829087921,-17.4830270330136,17.4830270330136,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"323","CR-B:AL-B","APOC3",-0.143034629723164,12.3333333333333,130.666666666667,118.333333333333,1.43479845850954,0.253669272449669,2.77820532553486,-16.3005123920422,40.9671790587088,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"324","CR-B:AL-B","APOC4",-0.277533975528909,2.33333333333333,13.3333333333333,11,2.21359436211787,0.134058660530084,2.4390243902439,-1.5029428897169,6.16960955638357,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"325","CR-B:AL-B","APOD",0.210035214816465,-7,44.6666666666667,51.6666666666667,-1.31765719079013,0.258019448641949,4,-21.749751204052,7.74975120405201,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"326","CR-B:AL-B","APOE",-0.177345941559513,20.6666666666667,178.666666666667,158,2.31381944967243,0.0885724333853703,3.62185517469105,-5.18735490259167,46.520688235925,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"327","CR-B:AL-B","APOH",0.0274545876153477,-6.66666666666669,347,353.666666666667,-0.429338790741093,0.693330984401643,3.41737491554355,-52.8379833962663,39.5046500629329,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"328","CR-B:AL-B","B2MG",-0.0934268639682688,6.33333333333333,101,94.6666666666667,0.885879567828297,0.436810608081474,3.22222053023497,-15.5562068104043,28.222873477071,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"329","CR-B:AL-B","B3AT",0.485426827170242,-4,10,14,-2.19089023002066,0.136553689125608,2.4390243902439,-10.6446253301915,2.64462533019145,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"330","CR-B:AL-B","BGH3",0.46394709975979,-3.66666666666667,9.66666666666667,13.3333333333333,-1.6583123951777,0.177871091351431,3.72307692307692,-9.98996007824139,2.65662674490806,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"331","CR-B:AL-B","BIP",-1,5,10,5,1.55542754209564,0.23840793120349,2.42370744010088,-6.75387344284843,16.7538734428484,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"332","CR-B:AL-B","BLVRB",1.93859945533586,-22.6666666666667,8,30.6666666666667,-2.01575516687776,0.157336514924982,2.45243293912681,-63.4261014157661,18.0927680824328,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"333","CR-B:AL-B","BTD",-0.356693513048039,7.66666666666667,35,27.3333333333333,3.39116499156263,0.0278234870281081,3.96998123827392,1.37098170524765,13.9623516280857,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"334","CR-B:AL-B","C1QA",-0.915111102413487,10.3333333333333,22,11.6666666666667,2.36372784015537,0.114515387189298,2.54573616728337,-5.09467139542818,25.7613380620949,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"335","CR-B:AL-B","C1QB",-0.57797607040505,11.3333333333333,34.3333333333333,23,1.72608848072715,0.216485943876792,2.17172533179458,-14.8811313405403,37.547798007207,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"336","CR-B:AL-B","C1QC",-0.253756592245783,3.33333333333334,20.6666666666667,17.3333333333333,0.403567156135631,0.713770063146315,2.97669938175588,-23.0694229629541,29.7360896296208,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"337","CR-B:AL-B","C1RA",-0.028233680728944,1.66666666666667,86,84.3333333333333,0.166297526309435,0.882168356524498,2.16561373754505,-38.444355099071,41.7776884324044,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"338","CR-B:AL-B","C4BPA",-0.327071398163322,19,93.6666666666667,74.6666666666667,2.46202501290688,0.0713159390764299,3.89031672737613,-2.66680950524685,40.6668095052469,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"339","CR-B:AL-B","CADH1",-0.893084796083488,6,13,7,3.13339780720256,0.0386919241293482,3.72307692307692,0.523867269993519,11.4761327300065,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.05"
"340","CR-B:AL-B","CAH1",0.551015168797818,-6.66666666666667,14.3333333333333,21,-0.845909868875627,0.464848320782833,2.74944237918216,-33.0916688040773,19.758335470744,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"341","CR-B:AL-B","CAH2",0.472068444315223,-20,51.6666666666667,71.6666666666667,-1.28417550741809,0.304097891716217,2.52887758808573,-75.2201559759696,35.2201559759696,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"342","CR-B:AL-B","CAP1",-0.46948528330122,1.66666666666667,6,4.33333333333333,0.515710623129397,0.634413078719297,3.82676483326115,-7.46869991483513,10.8020332481685,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"343","CR-B:AL-B","CATA",1.24100809950379,-15,11,26,-1.2456821978061,0.32235102583393,2.3579879997757,-59.9571840812302,29.9571840812302,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"344","CR-B:AL-B","CATB",0.159198594849254,-2.33333333333333,20,22.3333333333333,-1.49240501448927,0.263693867009743,2.19004524886878,-8.53083455491616,3.8641678882495,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"345","CR-B:AL-B","CBG",0.115880712050139,-7.66666666666666,91.6666666666667,99.3333333333333,-0.816239457135827,0.496632210503786,2.09800561077962,-46.3237701694467,30.9904368361134,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"346","CR-B:AL-B","CBPB2",-0.0747677684019722,3.33333333333334,66,62.6666666666667,1,0.417361127044114,2.12359311955829,-10.2379028340452,16.9045695007118,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"347","CR-B:AL-B","CBPN",-0.239986481351186,19.6666666666667,128.333333333333,108.666666666667,2.21423054387037,0.150584384319523,2.10990243637018,-16.7036211628279,56.0369544961613,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"348","CR-B:AL-B","CBPQ",-0.0597062461242678,1,24.6666666666667,23.6666666666667,0.50709255283711,0.638953668632799,3.9708265802269,-4.49112451752173,6.49112451752173,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"349","CR-B:AL-B","CD5L",0.0208586048976644,-1,68.6666666666667,69.6666666666667,-0.0834622326111986,0.938198008479475,3.37118126170083,-36.8619029327914,34.8619029327914,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"350","CR-B:AL-B","CEL2A",-0.594007640324163,9,26.6666666666667,17.6666666666667,4.7729707730092,0.0364112730137697,2.12889812889813,1.33986587552121,16.6601341244788,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"351","CR-B:AL-B","CELA1",-0.46948528330122,3.33333333333333,12,8.66666666666667,1.58113883008419,0.200173039520509,3.44827586206897,-2.90843457045786,9.57510123712452,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"352","CR-B:AL-B","CERU",-0.0501265512413286,27,790.666666666667,763.666666666667,0.472000402865933,0.668187218084781,3.0982529408196,-151.823761589327,205.823761589327,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"353","CR-B:AL-B","CFAB",-0.118774807520511,25,316.333333333333,291.333333333333,1.21955250091394,0.346546412497869,2.00741719303943,-62.8898982990522,112.889898299052,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"354","CR-B:AL-B","CFAD",0.238270165840453,-17,94.6666666666667,111.666666666667,-3.52774376571698,0.0243540232817353,3.99259631643892,-30.3893241567073,-3.61067584329266,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"355","CR-B:AL-B","CFAH",-0.0805545180457969,56.3333333333333,1037.33333333333,981,0.593834797642035,0.601264227446576,2.5414107555109,-278.850659506421,391.517326173087,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"356","CR-B:AL-B","CFAI",-0.119558394231753,20.3333333333333,255.666666666667,235.333333333333,0.942710522234576,0.442162908822054,2.07689463955638,-69.2545063038895,109.921172970556,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"357","CR-B:AL-B","CHLE",-0.0246620542342692,0.333333333333336,19.6666666666667,19.3333333333333,0.0873704056661044,0.935666836566544,3.13128364200347,-11.5252908641383,12.1919575308049,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"358","CR-B:AL-B","CLC11",-0.0303736490435189,0.333333333333334,16,15.6666666666667,0.2,0.851251858329212,3.99361022364217,-4.29699657093419,4.96366323760086,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"359","CR-B:AL-B","CLUS",-0.240504716720988,26.6666666666667,173.666666666667,147,6.44658371220304,0.0098410171462606,2.74713309394185,12.7895105141925,40.5438228191408,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"360","CR-B:AL-B","CO1A1",1.23446525363702,-15.3333333333333,11.3333333333333,26.6666666666667,-1.4807923939532,0.270100285955543,2.11942377437118,-57.5651628725147,26.898496205848,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"361","CR-B:AL-B","CO1A2",0.133266530863464,-1,10.3333333333333,11.3333333333333,-0.904534033733291,0.420396020146228,3.72307692307692,-4.16164670578736,2.16164670578736,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"362","CR-B:AL-B","CO2",-0.0426443374084937,2,68.6666666666667,66.6666666666667,0.182658769664395,0.870520040936103,2.20201374460604,-41.2026278647582,45.2026278647582,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"363","CR-B:AL-B","CO3",0.0464948556703387,-73.3333333333335,2239,2312.33333333333,-0.607595725208529,0.592272110676252,2.60518716671648,-492.562271775907,345.89560510924,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"364","CR-B:AL-B","CO4B",-0.24665809405602,70.6666666666667,449.666666666667,379,1.20641635205586,0.311159019380463,3.11798287878009,-111.819665214826,253.15299854816,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"365","CR-B:AL-B","CO5",-0.231663080668607,64.3333333333334,433.666666666667,369.333333333333,2.0257513699805,0.148614773260569,2.63062114682212,-45.2566036057432,173.92327027241,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"366","CR-B:AL-B","CO8A",-0.279305575008277,37.6666666666667,214,176.333333333333,2.65606779518082,0.099106228490329,2.35083658094316,-15.4038910147721,90.7372243481055,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"367","CR-B:AL-B","CO8B",-0.243817268381673,36.3333333333333,233.666666666667,197.333333333333,1.71936267609346,0.193503641823022,2.71621981011942,-35.0726423899852,107.739309056652,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"368","CR-B:AL-B","CO8G",-0.14387521256165,9.33333333333333,98.3333333333333,89,0.492976083065793,0.659796578709544,2.66131254147482,-55.497698509801,74.1643651764676,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"369","CR-B:AL-B","CO9",-0.481980554905281,63.3333333333333,223,159.666666666667,1.99042925120152,0.178799652036032,2.09844474034419,-67.5981657547471,194.264832421414,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"370","CR-B:AL-B","COF1",1,-4.33333333333333,4.33333333333333,8.66666666666667,-1.09870053114707,0.350921758297092,3.0524840367544,-16.7638596989045,8.09719303223783,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"371","CR-B:AL-B","CPN2",-0.0780025120012732,6,114,108,0.63719309286431,0.571337079217918,2.85940594059406,-24.8179113126705,36.8179113126705,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"372","CR-B:AL-B","CRP",-0.0923640181486596,2.66666666666666,43,40.3333333333333,2.21880078490091,0.100715446826303,3.48453608247423,-0.874192053711573,6.2075253870449,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"373","CR-B:AL-B","CS1A",-0.191986763972092,13,104.333333333333,91.3333333333333,1.55133670414267,0.235535308472822,2.51360246688273,-16.8394819508307,42.8394819508307,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"374","CR-B:AL-B","CSF1R",0.111892880070897,-3.33333333333333,41.3333333333333,44.6666666666667,-1.69030850945703,0.166757656017173,3.9708265802269,-8.82445785085505,2.1577911841884,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"375","CR-B:AL-B","CTRB1",-1.14684138832927,5.66666666666667,10.3333333333333,4.66666666666667,6.01040764008565,0.0142927158952838,2.56,2.35229715499378,8.98103617833955,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.05"
"376","CR-B:AL-B","CYTC",0.227410496103073,-2.33333333333333,13.6666666666667,16,-0.670478399654806,0.547325594286029,3.23512593601089,-12.9668378318983,8.30017116523159,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"377","CR-B:AL-B","DIAC",0.716207033999409,-6,9.33333333333333,15.3333333333333,-1.34538316695348,0.30219003368283,2.16252151317788,-23.8707231003109,11.8707231003109,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"378","CR-B:AL-B","DPEP2",0.485426827170242,-4,10,14,-1.26491106406735,0.313272517088489,2.4390243902439,-15.5088286691507,7.50882866915071,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"379","CR-B:AL-B","ECM1",0.0544477840223765,-2.66666666666667,69.3333333333333,72,-0.305664287960349,0.776299825430674,3.69443777384978,-27.6997670964896,22.3664337631563,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"380","CR-B:AL-B","EF1A1",1,-3.33333333333333,3.33333333333333,6.66666666666667,-1.04257207028537,0.361776054579681,3.61554891072191,-12.5951834292275,5.92851676256081,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"381","CR-B:AL-B","EGFR",-0.166304685763615,21.6666666666667,199,177.333333333333,0.637776173951391,0.579890321543484,2.36531649351833,-104.865370353109,148.198703686443,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"382","CR-B:AL-B","ENOA",1.68805599368526,-6.66666666666667,3,9.66666666666667,-1.48658829249433,0.260519045404042,2.2825988503745,-23.8443016094095,10.5109682760762,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"383","CR-B:AL-B","ENPL",0.917537839808027,-2.66666666666667,3,5.66666666666667,-1.26491106406735,0.293364615312346,3.07101727447217,-9.28892929889001,3.95559596555668,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"384","CR-B:AL-B","ENPP2",0.09515723304034,-1,14.6666666666667,15.6666666666667,-0.390566732942472,0.716074729349277,3.98968481375358,-8.11601419443244,6.11601419443244,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"385","CR-B:AL-B","EST1C",0.0132735200761113,-7,757.333333333333,764.333333333333,-0.151275002586532,0.892770546494601,2.15055879986533,-193.31958918576,179.31958918576,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"386","CR-B:AL-B","EST2E",0.0497530351970997,-0.666666666666668,19,19.6666666666667,-0.458831467741124,0.68045254754356,2.72452830188679,-5.56672948283372,4.23339614950038,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"387","CR-B:AL-B","F13A",-2.38398906301961,128,158.333333333333,30.3333333333333,1.83711029908112,0.207554806200775,2.00064096692796,-171.693762091046,427.693762091046,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"388","CR-B:AL-B","F13B",-1.53382365172936,127,194,67,2.24272906964566,0.149434074900974,2.07667484648562,-108.227266259146,362.227266259146,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"389","CR-B:AL-B","FA10",-0.0728328800114422,5.33333333333333,108.333333333333,103,0.799999999999999,0.486525655853059,2.77349234689455,-16.8976992742817,27.5643659409484,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"390","CR-B:AL-B","FA11",-0.0544477840223765,0.333333333333334,9,8.66666666666667,0.1,0.925245457772365,3.92310710082385,-8.99346285746724,9.66012952413391,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"391","CR-B:AL-B","FA12",0.0187609281086616,-1.66666666666667,127.333333333333,129,-0.295656197994542,0.783294501301705,3.70973740305683,-17.8129794736929,14.4796461403596,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"392","CR-B:AL-B","FA5",-0.305269626134531,26,136.333333333333,110.333333333333,3.60940954438543,0.0235671975945464,3.89942515890825,5.79508233517688,46.2049176648231,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"393","CR-B:AL-B","FA7",-0.169925001442312,2.33333333333333,21,18.6666666666667,0.875,0.432093051558385,3.90467111534795,-5.14235544598517,9.80902211265184,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"394","CR-B:AL-B","FA9",-0.431716240425474,5,19.3333333333333,14.3333333333333,2.78543007265578,0.100396616474121,2.14267515923567,-2.25100198864323,12.2510019886432,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"395","CR-B:AL-B","FBLN1",-0.0179219079972623,0.666666666666664,54,53.3333333333333,0.179605302026774,0.86696939493257,3.65659928656361,-10.0322122552745,11.3655455886079,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"396","CR-B:AL-B","FBLN3",0.0740005814437768,-3.66666666666666,69.6666666666667,73.3333333333333,-0.617821551931902,0.591498455315619,2.33997368696806,-25.9565560727408,18.6232227394075,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"397","CR-B:AL-B","FCN1",-0.271302021817394,4,23.3333333333333,19.3333333333333,8.48528137423857,0.00105756461583069,4,2.69117122568163,5.30882877431837,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"398","CR-B:AL-B","FETUA",0.154148029540056,-48,425.666666666667,473.666666666667,-3.33712637754712,0.033373541466028,3.63727959697733,-89.5560904698867,-6.44390953011333,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"399","CR-B:AL-B","FETUB",0.137957272783677,-9.66666666666667,96.3333333333333,106,-4.02157642263291,0.0158902452849078,3.99409158050221,-16.3443054092447,-2.98902792408866,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"400","CR-B:AL-B","FIBA",-1.66017584792737,471,689,218,1.90213905598281,0.19458451135729,2.0468109215992,-571.393057931949,1513.39305793195,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"401","CR-B:AL-B","FIBB",-1.6530328361497,784.333333333333,1150,365.666666666667,1.97247377147674,0.184371448114095,2.04695412166153,-889.507123741974,2458.17379040864,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"402","CR-B:AL-B","FIBG",-1.66772208199744,717,1046.33333333333,329.333333333333,2.09036518938353,0.170633643005743,2.0175442044271,-746.589404451332,2180.58940445133,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"403","CR-B:AL-B","FINC",-0.324670986108645,185.666666666667,921.333333333333,735.666666666667,3.19078534965505,0.0332592942540708,3.99420218889875,24.017264588524,347.31606874481,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"404","CR-B:AL-B","FLNA",0.473931188332412,-2.33333333333333,6,8.33333333333333,-0.395663393260955,0.716610049817322,3.29324167605089,-20.1901959449557,15.523529278289,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"405","CR-B:AL-B","G3P",0.511899038531433,-7.66666666666667,18,25.6666666666667,-1.31914046975573,0.2969277520666,2.448430255663,-28.7585206414426,13.4251873081093,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"406","CR-B:AL-B","GCAB",0.127489735121916,-5.66666666666666,61.3333333333333,67,-0.406377727173694,0.716052674379331,2.55508769060954,-54.7522993684853,43.4189660351519,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"407","CR-B:AL-B","GDIB",1.39231742277876,-4.33333333333333,2.66666666666667,7,-3.25,0.0320898949243469,3.93846153846154,-8.05818407719299,-0.608482589473676,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"408","CR-B:AL-B","GDIR1",1.92599941855622,-4.66666666666667,1.66666666666667,6.33333333333333,-1.45960089839952,0.279281378598614,2.04395073653707,-18.1435836402915,8.81025030695814,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"409","CR-B:AL-B","GDN",0.830074998557688,-7,9,16,-1.69774937525433,0.184475562871604,3.12432432432432,-19.8310666494421,5.83106664944206,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
