"","Group","Metabolite","Log2_FC","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Abundance","Significance"
"284","CR-B:AL-B","L-lysine",0.447955396406347,-20616.3166666667,56621.7966666667,77238.1133333333,-3.05707412269889,0.0158894325129956,7.8996203742196,-36202.0261550741,-5030.60717825917,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"285","CR-B:AL-B","L-methionine",0.616684447548563,-260243.848333333,487944.49,748188.338333333,-1.77460718260769,0.126370696105045,5.9933653998574,-619176.618112615,98688.9214459486,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"286","CR-B:AL-B","L-Methionine S-oxide",0.172203327599551,-23437.5266666667,184870.583333333,208308.11,-0.788430510313689,0.455413688702156,7.26029107097263,-93222.6152613468,46347.5619280134,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"287","CR-B:AL-B","L-octanoylcarnitine (acyl-C8)",0.0985762862360637,-1805.63,25533.43,27339.06,-0.283556454814404,0.784185000902356,7.74181189645223,-16575.4763970894,12964.2163970894,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"288","CR-B:AL-B","L-Palmitoylcarnitine (acyl-C16)",-0.407515837698899,18424.9116666667,74873.795,56448.8833333333,2.29436496748142,0.0522535720157695,7.67515200531208,-230.78771410195,37080.6110474353,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"289","CR-B:AL-B","L-phenylalanine",0.135723140245192,-16470.235,166967.493333333,183437.728333333,-1.0555445521918,0.323865223365963,7.52922757283538,-52847.4657515896,19906.9957515896,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"290","CR-B:AL-B","L-proline",0.667113418314176,-55253.0366666667,93984.9016666667,149237.938333333,-2.42024560484308,0.0492940152060794,6.40213050153441,-110275.234200087,-230.839133246511,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"291","CR-B:AL-B","L-serine",0.703611424672934,-72616.2183333334,115524.883333333,188141.101666667,-3.37743592802022,0.0105435109746324,7.5487483522682,-122716.886330882,-22515.5503357849,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"292","CR-B:AL-B","L-threonine",0.459120301212295,-63358.0533333333,169088.581666667,232446.635,-1.94031838132258,0.0976091616499837,6.36755111492226,-142153.357385656,15437.250718989,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"293","CR-B:AL-B","L-tryptophan",0.307957856666443,-399475.416666667,1678791.70833333,2078267.125,-2.85825436293064,0.0173773631245643,9.77681783995833,-711850.889401935,-87099.9439313982,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"294","CR-B:AL-B","L-tyrosine",0.49806526613062,-407104.663333333,987355.323333333,1394459.98666667,-1.6664992524859,0.137732945142077,7.30999767836189,-979823.43898671,165614.112320043,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"295","CR-B:AL-B","L-valine",-0.00821936237810189,3269.875,575577.901666667,572308.026666667,0.0684242443352198,0.946796791369903,9.99983836580939,-103209.218225332,109748.968225332,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"296","CR-B:AL-B","Lactate",0.821155328449526,-4279296.125,5580572.16666667,9859868.29166667,-1.01295615928026,0.353427376761915,5.51669483358241,-14839969.8949322,6281377.64493218,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"297","CR-B:AL-B","Linoleic acid ((9Z,12Z)-Octadecadienoic acid)",-0.0280614179283042,875532.333333336,45452098,44576565.6666667,0.168935812398073,0.869701640994465,8.71785992731795,-10906492.1110632,12657556.7777299,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"298","CR-B:AL-B","Malate",0.569197471475283,-156232.36,322995.668333333,479228.028333333,-2.46813815341558,0.0422025620966794,7.1606971214781,-305234.067458116,-7230.65254188419,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"299","CR-B:AL-B","Mannitol",0.497454509745417,-38486.3,93476.7583333333,131963.058333333,-1.52970710241997,0.167190785849838,7.4842539355876,-97206.9929161597,20234.3929161598,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"300","CR-B:AL-B","N-Acetyl-L-citrulline",-0.366467507417731,1219.12833333333,5434.76,4215.63166666667,1.4251170708803,0.187038632940649,9.23297483483956,-708.635005025042,3146.89167169171,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"301","CR-B:AL-B","N-Acetylneuraminate",0.399785432331195,-5131.84,16071.57,21203.41,-1.98424694928168,0.0937822325486525,6.08707155590113,-11438.387454257,1174.70745425696,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"302","CR-B:AL-B","N-Acetylornithine",0.688908676179419,-24567.1766666667,40138.2733333333,64705.45,-1.94047653946196,0.106819133535775,5.29234802984694,-56578.3667348799,7444.01340154658,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"303","CR-B:AL-B","N-Glycoloyl-neuraminate",-0.125833688654126,2088.55666666666,25004.955,22916.3983333333,0.290242105032661,0.780044695707927,6.99671441200156,-14928.6914510148,19105.8047843482,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"304","CR-B:AL-B","N-Methylethanolamine phosphate",-0.235977293478006,239856.608333333,1589608.25166667,1349751.64333333,1.18363536876579,0.265950168721997,9.29294287518053,-216362.61341962,696075.830086287,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"305","CR-B:AL-B","O-Decenoyl-L-carnitine (acyl-C10:1)",-0.403732366300524,8843.97333333334,36230.97,27386.9966666667,1.07878191091726,0.306055654941373,9.9847258321405,-9426.3436088404,27114.2902755071,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"306","CR-B:AL-B","O-dodecanoyl-carnitine (acyl-C12)",-0.186053470505192,2841.59,23485.57,20643.98,0.558337199882478,0.590718679024345,8.68263541488944,-8735.85478577489,14419.0347857749,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"307","CR-B:AL-B","O-octadecenoyl-L-carnitine (acyl-C18:1)",-0.520215768254095,27462.9616666667,90716.9383333333,63253.9766666667,3.27118921276698,0.0135062040729603,7.05352692804768,7641.47967580749,47284.4436575258,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"308","CR-B:AL-B","O-tetradecanoyl-L-carnitine (acyl-C14)",-0.240322840685223,6919.27,45093.085,38173.815,1.07060275268337,0.310303885660412,9.684444811947,-7544.97326405262,21383.5132640526,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"309","CR-B:AL-B","Octadecenoic acid (Oleic acid)",0.0488839040061011,-998875.666666668,28982881,29981756.6666667,-0.299501937699665,0.770804950584086,9.81230188299726,-8449304.99195609,6451553.65862275,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"310","CR-B:AL-B","octenoyl-l-carnitine (acyl-C8:1)",1.14960322218694,-6748.25666666667,5538.03666666667,12286.2933333333,-1.55145239958636,0.16010467856128,7.85102488775815,-16811.7661676416,3315.2528343083,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"311","CR-B:AL-B","Ornithine",0.568498269051942,-218898.63,453225.881666667,672124.511666667,-2.32400919610433,0.0593115409157254,5.97365010294814,-449620.129930208,11822.869930208,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"312","CR-B:AL-B","Oxaloacetate",0.352983279973657,-3892.10666666667,14040.8416666667,17932.9483333333,-2.25886186054892,0.0483341708140963,9.66485389155636,-7749.39872773459,-34.8146055987446,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"313","CR-B:AL-B","Pantetheine",-0.53301444341297,5786.52166666667,18733.2266666667,12946.705,2.05445529200211,0.0766107307849651,7.44474198279905,-793.800239249279,12366.8435725826,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"314","CR-B:AL-B","Pantetheine 4--phosphate",0.779733778563394,-4301.37166666667,6000.68,10302.0516666667,-2.47641351269244,0.0328854525586353,9.9355190435115,-8174.91341702517,-427.829916308165,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"315","CR-B:AL-B","Pantothenol",0.911917150214649,-39685.5783333333,45018.2533333333,84703.8316666667,-3.54797764815555,0.0102572012690123,6.62685698680417,-66439.7894351627,-12931.367231504,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"316","CR-B:AL-B","Pentanoate (valerate)",0.32193747290942,-1076.89666666667,4307.44666666667,5384.34333333333,-1.19092176553859,0.27413672121625,6.70408162774769,-3234.40175641782,1080.60842308448,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"317","CR-B:AL-B","Phosphate",0.328672095872647,-2002467.58333333,7826513.58333333,9828981.16666667,-1.79874319716959,0.114406042732838,7.11530858844992,-4626284.08879078,621348.92212411,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"318","CR-B:AL-B","Phosphocreatine",-0.161309189031319,3063.15333333333,28955.9233333333,25892.77,0.686299148116496,0.508255552217461,9.91479046519667,-6893.27765195561,13019.5843186223,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"319","CR-B:AL-B","Phosphoenolpyruvate",0.359563554315993,-12801.7033333333,45229.6766666667,58031.38,-0.391313886124163,0.706215156066626,7.66670960648464,-88816.543162471,63213.1364958043,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"320","CR-B:AL-B","propionyl-carnitine (acyl-C3)",0.5496073062456,-86539.6316666667,186633.63,273173.261666667,-2.52983625889877,0.0421022552381543,6.4333574718915,-168894.687100974,-4184.57623235901,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"321","CR-B:AL-B","Pyridoxamine 5'-phosphate",0.0210597012016629,-380.903333333335,25903.7983333333,26284.7016666667,-0.077319084479971,0.940106311514055,8.76271730746181,-11571.3240513869,10809.5173847202,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"322","CR-B:AL-B","Pyruvate",0.376256799458249,-68492.7133333334,229864.626666667,298357.34,-1.83427665409915,0.111551991780837,6.64006997079503,-157768.412680663,20782.9860139967,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"323","CR-B:AL-B","quinolinic acid",-0.0319774426961061,1358.24666666667,61960.32,60602.0733333333,0.0871550409989423,0.932393353202883,9.31409568190914,-33715.3999789691,36431.8933123024,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"324","CR-B:AL-B","S-Glutathionyl-L-cysteine",0.206344500865091,-14684.0466666667,95499.1133333333,110183.16,-0.815567695069953,0.433755256122291,9.99345799059627,-54804.5645830847,25436.4712497514,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"325","CR-B:AL-B","Sedoheptulose 1-phosphate",0.566551388001025,-5036.54333333333,10471.4366666667,15507.98,-1.88423037371162,0.111418921033279,5.6626728224466,-11672.7502150002,1599.66354833355,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"326","CR-B:AL-B","Serotonin",0.646104572662948,-9530.85333333333,16870.6483333333,26401.5016666667,-2.51392561765181,0.0480990130245326,5.64821910029211,-18949.5130971957,-112.193569470954,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"327","CR-B:AL-B","Spermidine",-0.903836843405151,46145.5166666667,99123.2916666667,52977.775,2.20908760121187,0.0638578445592064,6.82444342975385,-3507.75329246074,95798.7866257941,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"328","CR-B:AL-B","Sphinganine 1-phosphate",0.160360117264704,-1441.84333333333,12264.1116666667,13705.955,-1.09063982506941,0.310056841670348,7.31318373732102,-4540.97975619609,1657.29308952942,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"329","CR-B:AL-B","Succinate",1.06366492142918,-84642.36,77636.8266666667,162279.186666667,-1.44683479410022,0.204493895353214,5.28906858830613,-232587.082547599,63302.3625475986,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"330","CR-B:AL-B","Taurine",0.45810838177736,-2785940.33333333,7454231.75,10240172.0833333,-2.52982115657934,0.0431861455963235,6.24391102752865,-5455266.14762955,-116614.519037114,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"331","CR-B:AL-B","Tetradecanoic acid (myristic acid)",0.282394212017497,-1324502.83333333,6125957.41666667,7450460.25,-1.42678422007873,0.184585300056722,9.84239945170213,-3397412.06803582,748406.401369157,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"332","CR-B:AL-B","Tetradecenoyl Carnitine (acyl-C14:1)",-0.494922947674906,23093.8033333333,79524,56430.1966666667,1.86081775432771,0.0933004684696866,9.70275571102323,-4673.92215277553,50861.5288194422,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"333","CR-B:AL-B","Thiocysteine",-0.351083921400486,1157.69833333333,5359.58666666667,4201.88833333333,0.603110501316928,0.560786384507536,9.34468537556032,-3160.3230321843,5475.71969885097,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"334","CR-B:AL-B","Thymine",0.436139005063997,-7873.205,22305.05,30178.255,-1.95071513801473,0.0828061625255337,9.01830082801846,-17000.5854320593,1254.17543205933,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"335","CR-B:AL-B","trans-4-Hydroxy-L-proline",0.104719466127235,-2080.06,27629.04,29709.1,-0.396077320554687,0.700458478212589,9.88966810564047,-13799.1876641507,9639.06766415072,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"336","CR-B:AL-B","UDP",-0.0431647639975124,11541.0816666667,391536.656666667,379995.575,0.415370207350474,0.687114170761914,9.48116266909444,-50830.1704506256,73912.3337839589,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"337","CR-B:AL-B","UMP",-0.133814530529904,2153.83,24314.655,22160.825,0.25013451141398,0.808733667710065,8.06972004117941,-17672.6285425385,21980.2885425385,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"338","CR-B:AL-B","Uracil",0.42577971662481,-5862.99833333333,17078.4366666667,22941.435,-1.88166708313382,0.0893555230673498,9.97398396887204,-12808.0072380905,1082.01057142387,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"339","CR-B:AL-B","Urate",0.686788943079225,-545625.248333333,894912.48,1440537.72833333,-1.30845175230526,0.243563606961179,5.40867976009433,-1593650.12228552,502399.625618854,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"340","CR-B:AL-B","Xanthine",-0.213702611393919,667.181666666666,4845.93166666667,4178.75,0.393393586696328,0.70426052308635,8.03561154352234,-3240.70530817288,4575.06864150622,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"341","CR-C:AL-C","(5-L-Glutamyl)-L-glutamine",-0.281424719949324,29308.5183333333,165377.51,136068.991666667,2.35594301789897,0.0414939940833283,9.49619277912863,1389.28272633506,57227.7539403316,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"342","CR-C:AL-C","(7Z-10Z-13Z-16Z-19Z)-Docosa-7-10-13-16-19-pentaenoic acid",-1.09440818412728,455942.025,857562.926666667,401620.901666667,5.31775454482141,0.000660727997491526,8.1867174705314,259008.380327891,652875.669672109,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"343","CR-C:AL-C","(8Z-11Z-14Z)-Icosatrienoic acid",-1.03735266853973,492815.36,961067.186666667,468251.826666667,6.61809329299901,7.4740160360827e-05,9.52395463721232,325766.284543197,659864.435456803,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"344","CR-C:AL-C","(S)(+)-Allantoin",-0.174149373504309,32600.0183333333,286694.206666667,254094.188333333,1.37831762366907,0.200889338250224,9.14424677735671,-20776.2230673521,85976.2597340187,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"345","CR-C:AL-C","1-3-Bisphosphoglycerate",2.24181603199832,-229130.428333333,61430.3733333333,290560.801666667,-4.41119690765228,0.0046753410415419,5.91223456165937,-356688.92335597,-101571.933310697,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.01"
"346","CR-C:AL-C","1-4-beta-D-Xylan",0.136511840112538,-2555.74333333334,25752.0833333333,28307.8266666667,-0.724171574470878,0.485840830959783,9.82834403345265,-10437.9378044747,5326.45113780802,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"347","CR-C:AL-C","10-Formyltetrahydrofolate",-0.183517262750332,534.843333333334,4477.685,3942.84166666667,0.488645920967484,0.638956328941818,7.55627426764994,-2015.20783182645,3084.89449849312,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"348","CR-C:AL-C","2-Aminomuconate",-4.16480004728122,16098.9033333333,17049.4666666667,950.563333333333,11.6729971063144,5.5578199258275e-05,5.29976179392005,12613.137987728,19584.6686789386,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"349","CR-C:AL-C","2-Hydroxyglutarate/Citramalate",-0.285147733964532,26199.75,146087.848333333,119888.098333333,2.24629769204381,0.0556266287682848,7.82020303921803,-804.405802677712,53203.9058026777,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"350","CR-C:AL-C","2-Oxoglutaramate",-1.05558025646076,3779.07,7282.9,3503.83,3.56676425068299,0.0100103066502674,6.62727184995038,1244.84616133491,6313.29383866509,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.05"
"351","CR-C:AL-C","2-Oxoglutarate",-0.551802966120032,31149.4333333333,98005.685,66856.2516666667,3.2641130397248,0.00852384401841507,9.99165665389548,9883.89553665975,52414.9711300069,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"352","CR-C:AL-C","2',3'-Cyclic CMP",-0.0692158916169327,109.751666666667,2342.91333333333,2233.16166666667,0.468538772520365,0.650817065653716,8.7770829943268,-422.200147425484,641.703480758817,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"353","CR-C:AL-C","2/3-Phospho-D-glycerate",0.597102709449326,-34257.5916666667,66821.175,101078.766666667,-1.34296643315521,0.210125088557063,9.61443209888995,-91405.4378417608,22890.2545084275,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"354","CR-C:AL-C","3-Methyleneoxindole",0.324592665161291,-496089.625,1966184.60333333,2462274.22833333,-1.45926247441526,0.179682039566055,8.68779996047956,-1269364.01434424,277184.764344238,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"355","CR-C:AL-C","3-Sulfino-L-alanine",-0.429042269824799,3062.89333333333,11906.5083333333,8843.615,1.84988699186082,0.0949242629311356,9.71865189841491,-640.806658504357,6766.59332517102,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"356","CR-C:AL-C","3',5'-Cyclic IMP",0.762249577777943,-1989072.91666667,2857316.04166667,4846388.95833333,-3.75549326881697,0.0104526104882628,5.68008312222365,-3302965.26023774,-675180.573095596,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"357","CR-C:AL-C","4-Acetamidobutanoate",-2.76394334119147,49090.4316666667,57565.2533333333,8474.82166666667,5.7468619164521,0.0020730859599615,5.11650557295541,27281.7319327052,70899.1314006281,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.01"
"358","CR-C:AL-C","4-Pyridoxate",-0.853383088975497,13661.8033333333,30596.5366666667,16934.7333333333,4.01604536652204,0.00359691476798129,8.28267275810415,5863.58394412169,21460.022722545,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.01"
"359","CR-C:AL-C","5-6-Dihydrothymine",-0.0441144704446359,12237.3466666667,406353.216666667,394115.87,0.277454587485497,0.787152431754784,9.8755416968459,-86204.5581240767,110679.25145741,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"360","CR-C:AL-C","5-6-Dihydrouracil",0.207928631441349,-4663.33166666667,30080.4516666667,34743.7833333333,-1.32235334060023,0.229629763167236,6.66325229866689,-13088.470817575,3761.8074842417,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"361","CR-C:AL-C","5-Hydroxyindoleacetate",-0.479521531746835,2152.975,7613.48166666667,5460.50666666667,2.32170663959151,0.0433532167772947,9.71803824516014,78.6127183262321,4227.33728167377,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"362","CR-C:AL-C","5-Hydroxyisourate",-0.484314311177864,41142.3933333333,144276.626666667,103134.233333333,3.1081426016012,0.0116369227544703,9.59832546186596,11480.4215613008,70804.3651053659,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"363","CR-C:AL-C","5-L-Glutamyl-taurine",-0.327923531939415,3295.725,16209.7316666667,12914.0066666667,1.96436094545224,0.0786502723235615,9.73653001803593,-456.313104185715,7047.76310418572,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"364","CR-C:AL-C","5-Oxoproline",0.0574713976307096,-15715.7633333333,386704.51,402420.273333333,-0.253921698840005,0.807101026376026,6.76408417500783,-163108.616548947,131677.08988228,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"365","CR-C:AL-C","5-Phospho-alpha-D-ribose 1-diphosphate",-0.150241071501464,493.206666666667,4986.91666666667,4493.71,0.922630042176082,0.378417066095167,9.77204676458567,-701.657566380898,1688.07089971423,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"366","CR-C:AL-C","5-Phosphoribosylamine",0.220020006182529,-190.63,1157.08833333333,1347.71833333333,-0.651526982723854,0.529617819577857,9.84697020316145,-843.9361145231,462.6761145231,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"367","CR-C:AL-C","a-Linolenic acid (Octadecatrienoic acid)",-1.25546222639601,5529164.91666667,9514331.66666667,3985166.75,4.65194490901956,0.00124459558231177,8.8743463204172,2834616.96255801,8223712.87077532,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.01"
"368","CR-C:AL-C","acetyl-carnitine (acyl-C2)",-0.744442634614678,12610109.5,31282710,18672600.5,7.66565676902639,4.69346799272224e-05,8.35288902709544,8844416.9469752,16375802.0530248,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"369","CR-C:AL-C","Acetylcholine",0.496303572395309,-81351.7866666667,198131.581666667,279483.368333333,-3.6539341155842,0.00556131520792028,8.73263093713503,-131952.868107445,-30750.7052258882,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"370","CR-C:AL-C","acyl-C18:2 (Linoleoyl-CoA)",-1.817521376267,81872.1566666667,114299.97,32427.8133333333,4.1887374711261,0.00831021667938423,5.07472318564462,31849.8285291843,131894.484804149,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.01"
"371","CR-C:AL-C","acyl-C20:4",-1.02719665731375,9203.48833333333,18069.5333333333,8866.045,4.15981492709421,0.00396210260692453,7.22183814593749,4004.2174331338,14402.7592335329,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.01"
"372","CR-C:AL-C","acyl-C4-OH",-1.58123428492062,258158.201666667,387738.948333333,129580.746666667,7.6276388039591,0.000248307777277865,6.0806578625292,175607.782278941,340708.621054393,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"373","CR-C:AL-C","acyl-C5-OH",0.0756903817908361,-1695.91833333333,31484.4733333333,33180.3916666667,-0.464877648977467,0.652140258264214,9.83534918939936,-9842.86571927358,6451.02905260692,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"374","CR-C:AL-C","Adenine",0.853911219381174,-4368.02833333333,5410.03166666667,9778.06,-1.80163884864234,0.12169146068073,5.99811201971058,-10300.9575971216,1564.90093045493,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"375","CR-C:AL-C","Adenylosuccinic acid",0.438665189072817,-947.726666666666,2667.025,3614.75166666667,-1.30329402279054,0.22261521948293,9.68153194078301,-2575.23359647356,679.780263140228,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"376","CR-C:AL-C","ADP",4.6936732110407,-5979.34333333333,240.343333333333,6219.68666666667,-2.74418774345197,0.0401992422167387,5.04563202186975,-11565.2129516179,-393.473715048772,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"377","CR-C:AL-C","Allantoate",-0.171103467324907,9828.47333333334,87882.2016666667,78053.7283333333,0.720434717700574,0.487778370602307,9.98606824776468,-20574.4830127608,40231.4296794275,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"378","CR-C:AL-C","alpha-D-Ribose 1-phosphate",-0.781125841987978,135484.466666667,324057.688333333,188573.221666667,10.0229838447381,2.90682506719846e-06,9.22666485900644,105020.159163382,165948.774169952,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"379","CR-C:AL-C","AMP",1.07901102013151,-566501.24,509174.601666667,1075675.84166667,-1.807031792717,0.118157690226115,6.33556009499596,-1323861.91172497,190859.431724968,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"380","CR-C:AL-C","Anthranilate",1.53687912020268,-46964.7233333333,24696.6816666667,71661.405,-6.59128110898979,0.00101276881996832,5.23241293537572,-65038.8211764533,-28890.6254902133,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.01"
"381","CR-C:AL-C","Arachidonic acid (Eicosatetraenoic acid)",-0.920716148403098,3901918.58333333,8271100.33333333,4369181.75,5.69873534945705,0.000209485920829978,9.86003251993529,2373373.44161033,5430463.72505633,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.001"
"382","CR-C:AL-C","Ascorbate",-0.0716175280151292,795.523333333333,16426.425,15630.9016666667,0.387139591987397,0.707533144154961,9.11905594866542,-3843.6913551336,5434.73802180027,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"383","CR-C:AL-C","Butanoic/Butyric acid",-0.363146658971714,4149.22166666667,18645.4216666667,14496.2,1.78387089450933,0.110756707164067,8.33986772906878,-1176.65378906139,9475.09712239472,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"384","CR-C:AL-C","butanoyl-l-carnitine (acyl-C4)",0.0142015188841979,-5707.8816666666,576999.463333333,582707.345,-0.0715800105743932,0.944352745665178,9.96244623129692,-183473.351286323,172057.587952989,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"385","CR-C:AL-C","Carnosine",-0.177718003415685,3964.885,34209.63,30244.745,0.934795149841305,0.372397869502479,9.78082336280951,-5514.43465993301,13444.204659933,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"386","CR-C:AL-C","Choline",-0.248180156616357,1135651.25,7185747.25,6050096,2.2114594555993,0.0526583457201848,9.54809458979426,-15948.6709305128,2287251.17093051,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"387","CR-C:AL-C","Citrate",-0.282184355863533,820485.625,4618420.66666667,3797935.04166667,1.59966515435051,0.162652179239956,5.781294197086,-446161.243070431,2087132.49307043,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"388","CR-C:AL-C","CMP",0.480252424279951,-6519.09,16504.5383333333,23023.6283333333,-1.8265039408353,0.102976219570535,8.507315629868,-14664.939984981,1626.75998498095,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"389","CR-C:AL-C","Creatine",-0.199960588134475,19777.6533333333,152810.92,133033.266666667,1.50157299792175,0.170820231047765,8.1720180501254,-10484.4687738762,50039.7754405428,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"390","CR-C:AL-C","Creatinine",-0.113618901489603,1843.20166666667,24338.0583333333,22494.8566666667,1.21171260816478,0.2552323907567,9.38975771292004,-1576.23745994442,5262.64079327775,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"391","CR-C:AL-C","CTP",-0.129388780376333,5217.96666666667,60828.7133333333,55610.7466666667,0.361222654440697,0.725987518328818,9.31852799696802,-27290.0747015692,37726.0080349025,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"392","CR-C:AL-C","Cystathionine",0.320184221452994,-1641.54166666667,6606.06833333333,8247.61,-1.1800522299113,0.272751867580895,7.79116088753642,-4864.3959472673,1581.31261393396,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
