"","Group","Metabolite","Log2_FC","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Abundance","Significance"
"174","CR-B:AL-B","(S)(+)-Allantoin",0.0834896601334467,-14319.49,240349.016666667,254668.506666667,-0.676282649368288,0.514214865400362,9.98869030019904,-61504.9522574561,32865.9722574561,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"175","CR-B:AL-B","1-3-Bisphosphoglycerate",0.240975309690022,-17654.3333333333,97113.18,114767.513333333,-0.26226269587842,0.799921880314837,7.78844308386255,-173621.065693081,138312.399026414,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"176","CR-B:AL-B","1-4-beta-D-Xylan",0.203581237782751,-4493.14833333333,29647.3066666667,34140.455,-2.3470190741137,0.0410980775790298,9.89627904107747,-8764.77928452861,-221.517382138054,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"177","CR-B:AL-B","10-Formyltetrahydrofolate",0.0564390478997797,-254.258333333334,6373.05166666667,6627.31,-0.500622196387246,0.627517514932219,9.95642403859977,-1386.56757781526,878.050911148592,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"178","CR-B:AL-B","2-Aminomuconate",-1.31499443615642,4656.39666666667,7785.66666666667,3129.27,2.60419504599205,0.0267002471347675,9.80412620239048,661.586933006885,8651.20640032645,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.05"
"179","CR-B:AL-B","2-Hydroxyglutarate/Citramalate",0.288410406099987,-29545.52,133512.59,163058.11,-1.53850546528375,0.172691768157276,6.27582723033159,-76039.9964651398,16948.9564651398,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"180","CR-B:AL-B","2-Oxoglutaramate",-0.133699452180853,444.271666666667,5019.51666666667,4575.245,0.43981865271578,0.670246800808121,9.17479569997444,-1834.17007000186,2722.71340333519,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"181","CR-B:AL-B","2-Oxoglutarate",0.289011255919304,-20557.4433333333,92683.495,113240.938333333,-1.33926676257248,0.227004685036925,6.26790927697064,-57731.245420198,16616.3587535313,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"182","CR-B:AL-B","2',3'-Cyclic CMP",0.17335422470522,-294.205,2304.28666666667,2598.49166666667,-0.494062358682529,0.635805034280424,7.28782702314064,-1691.09963275345,1102.68963275345,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"183","CR-B:AL-B","2/3-Phospho-D-glycerate",0.896413020449024,-21153.53,24556.235,45709.765,-0.869374692680524,0.417281429621196,6.14902658768465,-80343.4897333303,38036.4297333303,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"184","CR-B:AL-B","3-Methyleneoxindole",0.0289373103328796,-43971.4166666665,2170321.415,2214292.83166667,-0.143159305353754,0.889015075312274,9.9746496545792,-728580.66118524,640637.827851907,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"185","CR-B:AL-B","3-Sulfino-L-alanine",-0.245030484385864,1420.475,9093.83166666667,7673.35666666667,0.984851396328152,0.3479935749651,9.96993413371555,-1794.5377211928,4635.4877211928,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"186","CR-B:AL-B","3',5'-Cyclic IMP",-0.138229251075229,663462.083333333,7261563.83333333,6598101.75,1.12792682021838,0.286146317136082,9.82307145215103,-650366.72061436,1977290.88728103,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"187","CR-B:AL-B","4-Acetamidobutanoate",-0.311539979164932,5352.06333333333,27556.8733333333,22204.81,0.854269815660907,0.42082426160754,7.10458043092363,-9418.38907875188,20122.5157454185,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"188","CR-B:AL-B","4-Pyridoxate",0.0736246163665596,-931.696666666667,17794.9716666667,18726.6683333333,-0.198437303399176,0.846917307281085,9.42557626063354,-11480.2521738475,9616.85884051415,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"189","CR-B:AL-B","5-6-Dihydrothymine",0.670947523791147,-170045.391666667,287181.456666667,457226.848333333,-3.816984798484,0.00407352967604039,9.04236724575962,-270751.80164204,-69338.9816912935,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"190","CR-B:AL-B","5-6-Dihydrouracil",0.800233816480344,-18398.3416666667,24816.2333333333,43214.575,-2.92491093918177,0.0222451836313713,6.98296127785829,-33279.7156532587,-3516.96768007462,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"191","CR-B:AL-B","5-Hydroxyindoleacetate",0.726828310701363,-3315.23833333333,5061.45833333333,8376.69666666667,-2.98546079161538,0.0255284668356049,5.7931191185153,-6056.13481917707,-574.341847489599,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"192","CR-B:AL-B","5-Hydroxyisourate",0.76633751128734,-27795.1933333333,39653.8183333333,67449.0116666667,-1.32176583753019,0.237924857844859,5.57090957192518,-80227.0505860441,24636.6639193774,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"193","CR-B:AL-B","5-L-Glutamyl-taurine",0.146135706151835,-1595.35166666667,14965.5733333333,16560.925,-0.995044525883412,0.343996739721283,9.65533214854432,-5185.08075889871,1994.37742556538,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"194","CR-B:AL-B","5-Oxoproline",0.514041766149622,-108140.15,252637.15,360777.3,-1.46957983051791,0.184358199760411,7.13189804617863,-281492.593931436,65212.293931436,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"195","CR-B:AL-B","5-Phospho-alpha-D-ribose 1-diphosphate",-0.0491745635665769,157.236666666667,4692.11166666667,4534.875,0.465820175421203,0.654195337602539,7.72489056761417,-626.002122061008,940.475455394341,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"196","CR-B:AL-B","5-Phosphoribosylamine",0.0943727354752953,-128.841666666667,1905.91,2034.75166666667,-0.291510381069937,0.780155770862082,6.20907877107371,-1201.5604754344,943.877142101065,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"197","CR-B:AL-B","a-Linolenic acid (Octadecatrienoic acid)",-0.115665256140877,532387.916666666,6910235.58333333,6377847.66666667,0.634107782671899,0.541210159928152,9.35113553520839,-1356071.22095232,2420847.05428565,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"198","CR-B:AL-B","acetyl-carnitine (acyl-C2)",-0.1675308398086,3228008.5,29443291.6666667,26215283.1666667,0.88379043312895,0.398649566412123,9.48830079641462,-4970062.55719897,11426079.557199,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"199","CR-B:AL-B","Acetylcholine",0.336073057164813,-56016.725,213546.771666667,269563.496666667,-1.56283460095594,0.167161870596281,6.24888060402603,-142881.636473695,30848.1864736954,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"200","CR-B:AL-B","acyl-C18:2 (Linoleoyl-CoA)",-0.531535335448053,22736.4083333333,73775.9366666667,51039.5283333333,2.34262351270707,0.0411839686861754,9.98794142032873,1107.59509147807,44365.2215751886,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"201","CR-B:AL-B","acyl-C20:4",-0.277677262221325,2614.54666666667,14933.275,12318.7283333333,2.22721733193528,0.0516277576790884,9.4308571891128,-22.6369174958002,5251.73025082913,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"202","CR-B:AL-B","acyl-C4-OH",-0.3446945656131,59564.4233333333,280269.768333333,220705.345,1.47543964162872,0.171342834582759,9.84554227860762,-30578.5876939217,149707.434360588,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"203","CR-B:AL-B","acyl-C5-OH",0.650021848813453,-14399.0833333333,25297.4116666667,39696.495,-2.53464664372084,0.040444147286365,6.69362014650396,-27957.9405740901,-840.226092576522,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"204","CR-B:AL-B","Adenine",-0.473146100828487,1714.10333333333,6130.37833333333,4416.275,0.853612662310624,0.413342512474461,9.97804749417153,-2761.46231711226,6189.66898377893,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"205","CR-B:AL-B","Adenylosuccinic acid",0.828305114058921,-2107.16833333333,2716.83,4823.99833333333,-2.08195484982332,0.0773695857186763,6.74529573795458,-4518.8714399417,304.534773275031,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"206","CR-B:AL-B","ADP",-0.48899922485444,5387.48333333333,18740.3233333333,13352.84,0.638858314231569,0.537731238846258,9.6838005443527,-13485.8774615305,24260.8441281971,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"207","CR-B:AL-B","Allantoate",0.0585568655271877,-3410.03,82321.1483333333,85731.1783333333,-0.343965985247324,0.739722083920184,8.01465417613247,-26264.1541226039,19444.0941226039,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"208","CR-B:AL-B","alpha-D-Ribose 1-phosphate",0.35442106318261,-16136.2666666667,57945.65,74081.9166666667,-0.915373377142984,0.394478628661952,6.14836289253333,-59019.548639784,26747.0153064506,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"209","CR-B:AL-B","AMP",-0.489653277377224,186298.611666667,647311.248333333,461012.636666667,0.661011970632728,0.524398192930503,9.4457115007902,-446707.725282482,819304.948615816,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"210","CR-B:AL-B","Anthranilate",1.82233050395097,-96182.0433333333,37918.895,134100.938333333,-3.41534189193548,0.0179096258203301,5.17981578633337,-167824.771744353,-24539.3149223134,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"211","CR-B:AL-B","Arachidonic acid (Eicosatetraenoic acid)",-0.31321949414478,1222598.25,6264712.5,5042114.25,1.72325621801394,0.117268371520022,9.4688615969281,-370301.175570609,2815497.67557061,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"212","CR-B:AL-B","Ascorbate",0.173943666332205,-1477.005,11526.6666666667,13003.6716666667,-0.628886621754091,0.545787408526862,8.58627785619862,-6829.19450273338,3875.18450273338,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"213","CR-B:AL-B","Butanoic/Butyric acid",0.520438732550176,-6038.30166666666,13900.6016666667,19938.9033333333,-1.24667154209599,0.262975290627292,5.50075300127607,-18155.7048827775,6079.10154944415,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"214","CR-B:AL-B","butanoyl-l-carnitine (acyl-C4)",0.328669370965807,-133049.3,520019.308333333,653068.608333333,-1.71455501625873,0.120486996965557,9.0221941417886,-308526.668737441,42428.068737441,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"215","CR-B:AL-B","Carnosine",0.218729457452305,-3831.77666666667,23406.125,27237.9016666667,-0.466225174979762,0.657771597568901,5.89933424667837,-24025.7505925874,16362.1972592541,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"216","CR-B:AL-B","Choline",0.116302713382562,-360882,4298599.83333333,4659481.83333333,-0.532617009186856,0.614377278500257,5.70933411042699,-2039497.84600402,1317733.84600401,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"217","CR-B:AL-B","Citrate",0.116125565944677,-430151.208333333,5131826.54166667,5561977.75,-0.897493063067277,0.390879759872229,9.84307055448768,-1500367.7365293,640065.319862633,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"218","CR-B:AL-B","CMP",0.547330881983796,-9756.81166666666,21147.0416666667,30903.8533333333,-1.70964415554026,0.131780497647754,6.88698709636514,-23296.5665163089,3782.94318297556,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"219","CR-B:AL-B","Creatine",0.130881661855574,-13566.7533333333,142864.095,156430.848333333,-0.649518380716475,0.5389321048113,6.30522007130701,-64082.6140148493,36949.1073481827,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"220","CR-B:AL-B","Creatinine",-0.064104264577515,953.91,21948.6566666667,20994.7466666667,0.388583635790195,0.707836454161875,7.90813322134808,-4718.42433369175,6626.24433369175,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"221","CR-B:AL-B","CTP",-0.41690938796887,18956.15,75530.7883333333,56574.6383333333,2.12563820283604,0.0798536262642776,5.72865567459424,-3118.08453301666,41030.3845330167,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"222","CR-B:AL-B","Cystathionine",0.121201878544381,-479.361666666667,5469.63166666667,5948.99333333333,-0.227251338482852,0.82696648370845,6.74038414687631,-5506.48714477724,4547.76381144391,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"223","CR-B:AL-B","Cytidine",0.0558894921623124,-6989.61333333334,176953.095,183942.708333333,-0.348233281515099,0.73489776219025,9.98137522473551,-51723.3300606597,37744.103393993,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"224","CR-B:AL-B","Cytosine",0.113358497116578,-3734.36833333333,45683.96,49418.3283333333,-0.94300723834825,0.376927335307421,7.03470117228886,-13089.0742619503,5620.33759528368,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"225","CR-B:AL-B","D-Arabitol",0.359864608190746,-732.046666666667,2583.94833333333,3315.995,-1.03397192981112,0.342942361972913,5.7096105956624,-2486.03113782801,1021.93780449468,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"226","CR-B:AL-B","D-Fructose 1-6-bisphosphate",0.236870955881089,-519.181666666667,2909.65666666667,3428.83833333333,-0.430155686582473,0.677030391690555,9.15538880749933,-3242.47230327158,2204.10896993825,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"227","CR-B:AL-B","D-Glucono-1-5-lactone 6-phosphate",-0.252627875215935,962.235,5990.23666666667,5028.00166666667,0.82410391881537,0.432712505511318,8.37859920449245,-1709.25571094234,3633.72571094234,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"228","CR-B:AL-B","D-Glucosamine",-0.348277638859925,5632.56333333334,26261.6483333333,20629.085,1.26349546180897,0.235819512690358,9.73859886818733,-4336.56255741789,15601.6892240846,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"229","CR-B:AL-B","D-Glucose",0.24047459370283,-63008.3233333333,347380.618333333,410388.941666667,-2.39636832410128,0.0438580680435723,7.88480481222818,-123795.214329378,-2221.43233728836,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"230","CR-B:AL-B","D-Glucose 6-phosphate",0.387832137322457,-6919.265,22434.13,29353.395,-0.842791946003352,0.432210745510103,5.8936112774536,-27096.4786114851,13257.9486114851,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"231","CR-B:AL-B","D-Rhamnose",0.300516220936961,-6066.25333333333,26194.4983333333,32260.7516666667,-1.80272607128425,0.10842880523587,8.14563925506273,-13801.9762211311,1669.46955446446,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"232","CR-B:AL-B","D-Ribose",0.24774532910983,-3278.83666666667,17501.125,20779.9616666667,-2.50943212408849,0.0348108657735871,8.48798264151189,-6261.986217449,-295.687115884327,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"233","CR-B:AL-B","dAMP",0.7786853873627,-20943.7833333333,29268.7983333333,50212.5816666667,-2.74423056170215,0.0317070904030415,6.34242468792983,-39376.7523989165,-2510.81426775019,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"234","CR-B:AL-B","Dehydroascorbate",-0.0118755011300154,1967.26833333334,239978.541666667,238011.273333333,0.0756627806360211,0.941205358236928,9.8281817687097,-56102.9791683719,60037.5158350386,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"235","CR-B:AL-B","Dimethylglycine",0.434762952210365,-14270.38,40576.735,54847.115,-1.47762523255414,0.188045428336267,6.24973566944976,-37674.7625729484,9134.0025729484,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"236","CR-B:AL-B","Diphosphate",0.50387751844374,-89007.25,212925.998333333,301933.248333333,-1.25581390609174,0.252335332011806,6.51623379292269,-259158.281994623,81143.7819946234,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"237","CR-B:AL-B","Docosahexaenoic acid",-0.517037725228911,1473480.54166667,4892118.33333333,3418637.79166667,2.77601739082782,0.0195855903202911,9.99910141008099,290793.701653181,2656167.38168015,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"238","CR-B:AL-B","Dodecanoic acid (lauric acid)",0.325023164979625,-206993.5,819177.5,1026171,-1.83081022004524,0.0994498414896544,9.25572584112115,-461682.445701816,47695.4457018156,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"239","CR-B:AL-B","dTMP",0.502986307940059,-54794.11,131355.4,186149.51,-1.54410234757052,0.164751461760133,7.29567871435699,-138020.814544637,28432.5945446371,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"240","CR-B:AL-B","Ectoine",0.159810387997066,-1298.74333333333,11087.075,12385.8183333333,-0.687560098321582,0.50736954947565,9.99560837782771,-5507.76132619542,2910.27465952876,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"241","CR-B:AL-B","Eicosapentaenoic acid",-0.66706120418523,412086.92,1113111.46666667,701024.546666667,2.5671033020955,0.0288578290003765,9.6129773300781,52451.0617393536,771722.778260647,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"242","CR-B:AL-B","Ethanolamine phosphate",0.185314905396567,-4661.78666666667,34011.4683333333,38673.255,-0.533666942950121,0.609635341589485,7.20436687974054,-25199.5012110941,15875.9278777608,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"243","CR-B:AL-B","Fumarate",0.514331722128985,-41839.2266666667,97679.35,139518.576666667,-2.67280865000935,0.0266903344939631,8.53351046050034,-77547.5442037778,-6130.90912955549,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"244","CR-B:AL-B","gamma-Glutamyl-gamma-aminobutyrate",-0.82423089059407,1720.76666666667,3953.815,2233.04833333333,1.75269670229647,0.123378595671435,6.95591066483732,-603.765965702857,4045.29929903619,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"245","CR-B:AL-B","gamma-Glutamyl-Se-methylselenocysteine",0.212546707784735,-6619.93,41705.1216666667,48325.0516666667,-0.72102337097155,0.499485361360552,5.67901383686365,-29397.1785135458,16157.3185135458,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"246","CR-B:AL-B","gamma-L-Glutamyl-D-alanine",0.664309119098779,-13318.6883333333,22774.4183333333,36093.1066666667,-3.12499384037991,0.0136126956677276,8.23980670820108,-23097.2857725891,-3540.09089407755,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"247","CR-B:AL-B","gamma-L-Glutamyl-L-cysteine",-1.10359475522786,3354.72833333333,6274.69,2919.96166666667,3.30578529648822,0.00902344972448421,9.08884381237698,1062.49544088604,5646.96122578063,"Welch Two Sample t-test","two.sided","Decreased","p-value < 0.01"
"248","CR-B:AL-B","Glutathione",-0.658143787066599,26772.7583333333,73088.3266666667,46315.5683333333,1.87093037957473,0.0909229128206763,9.98180119322336,-5119.48587564227,58665.0025423089,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"249","CR-B:AL-B","Glutathione disulfide",0.202530965937144,-7268.33833333333,48225.61,55493.9483333333,-0.299357852770205,0.771518025378529,8.92891738840882,-62259.707818997,47723.0311523304,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"250","CR-B:AL-B","Glycerol 3-phosphate",0.349003591282143,-13454.7216666667,49162.1233333333,62616.845,-1.06829663025656,0.321649299641053,6.83668696986669,-43380.9384328904,16471.4950995571,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"251","CR-B:AL-B","GMP",0.0157567279877256,-883.930000000008,80491.9766666667,81375.9066666667,-0.0269353540524763,0.979065660597952,9.55251115452633,-74471.1096222619,72703.2496222619,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"252","CR-B:AL-B","Guanidinoacetate",0.699843622028438,-14417.185,23092.2983333333,37509.4833333333,-2.27773719082886,0.0681911065968166,5.36141353998405,-30363.5346059769,1529.16460597694,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"253","CR-B:AL-B","Guanine",0.533376069946121,-8049.535,17995.3433333333,26044.8783333333,-1.38811261342245,0.204147422063072,7.65805212818066,-21526.4868639705,5427.41686397045,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"254","CR-B:AL-B","Hexadecenoic acid (Palmitoleic acid)",-0.189413327475688,2616560.66666666,21266326.8333333,18649766.1666667,0.995263026247437,0.346532860363722,8.68293938910988,-3363951.69243488,8597073.02576821,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"255","CR-B:AL-B","Hexadecenoyl-carnitine (acyl-C16:1)",-0.531135958501309,14932.1,48482.3616666667,33550.2616666667,2.16692033704718,0.0555216027924711,9.97588929054715,-426.884151654937,30291.0841516549,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"256","CR-B:AL-B","Hexanoic acid (caproate)",0.130272253854567,-792.735000000001,8388.71,9181.445,-0.639559426089377,0.537262749947527,9.70471920975918,-3565.94972868769,1980.47972868769,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"257","CR-B:AL-B","hexanoyl-L-carnitine (acyl-C6)",-0.233680317427744,22715.37,151904.263333333,129188.893333333,0.709375877165601,0.494590423565745,9.81914094092015,-48811.7979875864,94242.5379875865,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"258","CR-B:AL-B","Homocarnosine",0.237479297121248,-6438.09166666667,35980.86,42418.9516666667,-0.655248545284751,0.537112891803176,5.87270134291412,-30606.9192731094,17730.735939776,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"259","CR-B:AL-B","Hypotaurine",0.999351232706805,-2746.32833333333,2748.8,5495.12833333333,-2.02946762401424,0.0825098936672407,6.90909709581343,-5954.7537009062,462.097034239534,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"260","CR-B:AL-B","Hypoxanthine",-0.084215532468492,568.963333333333,10034.1516666667,9465.18833333333,0.263783101552788,0.798570116228076,8.05487694086686,-4399.04832009555,5536.97498676222,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"261","CR-B:AL-B","IDP",0.265469719373193,-115694.295,572666.505,688360.8,-1.48437842056665,0.174289305086793,8.38699520874567,-293993.740596496,62605.1505964956,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"262","CR-B:AL-B","Indole",0.452229028979648,-31911.2583333333,86679.46,118590.718333333,-3.61426260825813,0.00626943257888382,8.4269235616349,-52093.4094001536,-11729.1072665131,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"263","CR-B:AL-B","Indole-3-acetaldehyde",-0.369709474078396,60872.235,269272.7,208400.465,0.674507327052698,0.515286578018819,9.99485761049391,-140224.544753794,261969.014753794,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"264","CR-B:AL-B","Indole-3-acetate",0.255322211391939,-17333.3916666667,89530.9216666667,106864.313333333,-3.59659816192543,0.00725319399024144,7.84252356586759,-28485.8773295452,-6180.90600378816,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"265","CR-B:AL-B","Indolepyruvate",0.347157303450458,-3804.62166666667,13984.9216666667,17789.5433333333,-1.37210658174378,0.215922216208728,6.43796225955061,-10479.1694648212,2869.92613148784,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"266","CR-B:AL-B","Indoxyl",1.37939894723196,-1716.13,1071.51,2787.64,-1.81971931849597,0.125099942240178,5.30411264215216,-4099.1630012714,666.903001271397,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"267","CR-B:AL-B","Inosine",-0.240369885886845,1938.625,12631.8033333333,10693.1783333333,1.15399202007671,0.275833694352348,9.81317253568418,-1814.17285531262,5691.42285531262,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"268","CR-B:AL-B","kynurenine",-0.111281479679409,654.458333333333,8816.08,8161.62166666667,0.782355284222467,0.455927350556945,8.22873709144099,-1265.27372866206,2574.19039532873,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"269","CR-B:AL-B","L-Adrenaline",0.491287074541284,-234984.135,579208.948333333,814193.083333333,-4.38456195885763,0.00195476241949505,8.61357516914429,-357055.2933302,-112912.9766698,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"270","CR-B:AL-B","L-alanine",0.262366019100784,-56953.2066666667,285559.631666667,342512.838333333,-1.396113073264,0.194419612174052,9.50776449863922,-148490.096095217,34583.6827618842,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"271","CR-B:AL-B","L-arginine",0.551764131858753,-11251.3383333333,24150.8733333333,35402.2116666667,-1.86104863920989,0.0994393884983126,8.07205203867829,-25171.1120703347,2668.43540366798,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"272","CR-B:AL-B","L-asparagine",0.631363889956018,-43294.2066666667,78855.9966666667,122150.203333333,-2.3685665642621,0.0531875290934258,6.37374238392904,-87392.3492651947,803.935931861359,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"273","CR-B:AL-B","L-aspartate",0.284696084972212,-32617.0633333333,149514.195,182131.258333333,-1.55129257950528,0.15203152656083,9.94967727517922,-79497.4530466338,14263.3263799672,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"274","CR-B:AL-B","L-Carnitine",0.719790406633816,-2607544,4030563.75,6638107.75,-3.26206578434489,0.0152724091765615,6.52270106092739,-4526118.27484802,-688969.725151976,"Welch Two Sample t-test","two.sided","Increased","p-value < 0.05"
"275","CR-B:AL-B","L-Citrulline",0.427409008904981,-76762.4083333334,222618.335,299380.743333333,-2.10105753403561,0.0807047033242962,5.95568533547754,-166322.140063516,12797.3233968497,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"276","CR-B:AL-B","L-Cysteate",-0.587113160599786,3380.60333333333,10111.685,6731.08166666667,1.32790153814597,0.215254282517,9.49266594170406,-2333.20869706192,9094.41536372858,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"277","CR-B:AL-B","L-cysteine",-0.287925034010302,3597.15333333333,19882.4816666667,16285.3283333333,0.656842600440014,0.52659164179629,9.67822448626092,-8660.31111476861,15854.6177814353,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"278","CR-B:AL-B","L-cystine",-0.318957313237771,7059.555,35591.2333333333,28531.6783333333,0.660590068144171,0.523973343006576,9.88301303470539,-16790.2491852826,30909.3591852826,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"279","CR-B:AL-B","L-glutamate",0.413423096982467,-113903.731666667,343246.733333333,457150.465,-1.64694600368023,0.142215796574463,7.22683358201197,-276407.661674282,48600.1983409484,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"280","CR-B:AL-B","L-glutamine",0.575688537916901,-686846.121666667,1400616.02333333,2087462.145,-4.32893520678561,0.00263205807535545,7.84739823448002,-1053968.09464152,-319724.148691813,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"281","CR-B:AL-B","L-histidine",0.287515402202094,-46624.075,211412.086666667,258036.161666667,-1.35267197853722,0.227945957047684,5.63088208832902,-132323.03386539,39074.88386539,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"282","CR-B:AL-B","L-Homocysteine",0.77147229472683,-479.06,677.585,1156.645,-1.62319062242616,0.135804781464363,9.93751221187676,-1137.22219005261,179.102190052608,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
"283","CR-B:AL-B","L-leucine/isoleucine",-0.171204005910673,156133.226666667,1395307.47666667,1239174.25,1.82976903911839,0.097584037456983,9.87726246708027,-34313.4139341622,346579.867267496,"Welch Two Sample t-test","two.sided","Unchanged","Unchanged"
